Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,d,h,w,c,k,t,r,s,z,p,q,pad_d,pad_h,pad_w,stride_d,stride_h,stride_w,dilation_d,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x128_32x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.211,285.961,75701.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x128_32x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,2521169920,621498728448,246,12.3729,189.772,50230.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x256_32x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,2521169920,621585104896,246,7.96206,294.901,78068.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x256_32x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,2521169920,621498728448,246,12.8078,183.328,48525.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x64_32x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,11.4359,205.321,54354.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x64_32x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,2521169920,621498728448,246,14.0216,167.458,44324.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x64_32x4,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,11.9781,196.026,51893.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x64_32x4,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,2521169920,621498728448,246,14.108,166.432,44052.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x256_32x4,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,2521169920,621585104896,246,8.72122,269.231,71272.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x256_32x4,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,2521169920,621498728448,246,23.3402,100.6,26627.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.16383,287.613,76138.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,14.4509,162.483,43007.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x4,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.34897,251.153,66487
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x4,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.9524,147.19,38959.7
