Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,d,h,w,c,k,t,r,s,z,p,q,pad_d,pad_h,pad_w,stride_d,stride_h,stride_w,dilation_d,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x128_32x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,1272971264,621540147200,488,8.53079,138.973,72858.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x128_32x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,1272971264,621509345280,488,9.20904,128.737,67489.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x256_32x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,1272971264,621540147200,488,8.37757,141.514,74191
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x256_32x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,1272971264,621509345280,488,9.62049,123.231,64602.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x64_32x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,1272971264,621540147200,488,11.3735,104.238,54648.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x64_32x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,1272971264,621509345280,488,10.6166,111.669,58541.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_256x64_32x4,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,1272971264,621540147200,488,11.8535,100.016,52435
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_256x64_32x4,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,1272971264,621509345280,488,10.6397,111.427,58414.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x256_32x4,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,1272971264,621540147200,488,8.6394,137.226,71942.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x256_32x4,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,1272971264,621509345280,488,17.5048,67.7271,35505.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,8.14169,145.614,76340.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,10.4791,113.135,59309.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x4,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.3093,127.351,66765.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x4,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,12.0169,98.6569,51719.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x5,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.30304,127.436,66810.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x5,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,12.0299,98.5498,51663.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_32x6,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.5667,112.196,58820.4
